,Name,Price,Rate,property,carpet-area,status,floor,transaction,facing,overlooking,ownership,parking,bathroom,balcony
113,"3 BHK Flat for Sale in Smart World Orchard, Sector 61, Gurgaon",₹2.20 Cr ,₹9624 per sqft ,Gautam Realty,2900 sqft,Poss. by Aug '26,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",3,3
114,"2 BHK Flat for Sale in M3M Antalya Hills Phase II, Sector 79, Gurgaon",₹1.10 Cr ,₹13594 per sqft ,Brothers & Company,1500 sqft,Ready to Move,1 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,"2 Covered,",3,2
115,"4 BHK Flat for Sale in Unitech Espace, Nirvana Country, Sector 50, Gurgaon",₹4.35 Cr ,₹14062 per sqft ,Krishana Properties,650 sqft,Ready to Move,1 out of 4,New Property,East,Garden/Park,Freehold,"1 Covered,",5,2
116,"3 BHK Flat for Sale in DLF City Plot Phase 2, DLF City Phase 2, Gurgaon",₹2.25 Cr ,₹3200 per sqft ,Luxury Roof,1458 sqft,Ready to Move,1 out of 4,New Property,North - East,Main Road,Freehold,,3,2
117,"2 BHK Flat for Sale in Uttam Nagar West, New Delhi",₹24 Lac ,₹8077 per sqft ,Preeti Buildtech,,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,,2,1
118,"3 BHK Flat for Sale in Ansal Versalia, Sector 67A, Gurgaon",₹2.10 Cr ,₹9444 per sqft ,Aakash Estate,,Ready to Move,7 out of 7,Resale,North - East,"Garden/Park, Main Road",Freehold,,3,2
119,"3 BHK Flat for Sale in Krishna Apartment, Dwarka Sector 9, New Delhi",₹1.70 Cr ,,Goodwill Associates,,,,Resale,,,,,2,1
120,"3 BHK Flat for Sale in Godrej Meridien, Sector 106, Gurgaon",₹2.25 Cr ,₹12129 per sqft ,Premium Properties,1500 sqft,Ready to Move,18 out of 19,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",3,3
121,"4 BHK Villa for Sale in Sobha International City, Sector 109 Gurgaon",₹6.50 Cr ,₹26749 per sqft ,Solution Specialists,270 sqyrd,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,2 Open,5,4
122,"4 BHK Flat for Sale in Sushant Lok-I, Sector 43, Gurgaon",₹2.85 Cr ,₹10556 per sqft ,Swadeshi Estates Pvt. Ltd.,2200 sqft,Ready to Move,14 out of 20,New Property,East,Garden/Park,Freehold,2 Covered,4,2
123,"4 BHK Flat for Sale in IREO Uptown, Badshahpur, Gurgaon",₹2.90 Cr ,₹14139 per sqft ,Real 2 Earth,1580 sqft,Ready to Move,2 out of 18,Resale,South - East,"Pool, Garden/Park",Freehold,2 Covered,4,3
124,"4 BHK Flat for Sale in Jaypee Greens Knights Court, Sector 128, Noida Express Way, Noida",₹2.70 Cr ,₹9153 per sqft ,JKM Infratech,2100 sqft,Ready to Move,2 out of 4,Resale,East,Garden/Park,Leasehold,1 Covered,4,2
125,"3 BHK Flat for Sale in Uninav Bliss, Garhi, Raj Nagar Extension, Ghaziabad",₹85.6 Lac ,₹4300 per sqft ,Gungun Properties,1650 sqft,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,3,4
126,"2 BHK Flat for Sale in Signature Global City 37D II, Sector 37D, Delhi Gurgaon Expressway, Gurgaon",₹90 Lac ,₹9000 per sqft ,Samagra Realty,800 sqft,Poss. by May '25,1 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,2 Covered,2,2
127,"4 BHK Flat for Sale in Ansal API Esencia, Sector 67, Gurgaon",₹2 Cr ,₹8000 per sqft ,Investors Boutique,1400 sqft,Ready to Move,Ground out of 4,New Property,East,Garden/Park,Freehold,2 Covered,4,2
128,"3 BHK Flat for Sale in Panchsheel Enclave, New Delhi",₹4.80 Cr ,₹30000 per sqft ,Dream Property TM,1100 sqft,Ready to Move,1 out of 4,New Property,North - East,Main Road,Freehold,"2 Covered,",3,2
129,"3 BHK Flat for Sale in Vasundhara, Ghaziabad",₹76 Lac ,₹5067 per sqft ,Demera Homes,2430 sqft,Ready to Move,4 out of 28,New Property,West,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",2,1
130,"3 BHK Flat for Sale in DigiTown, Siddhartha Vihar, NH 24, Ghaziabad",₹81.7 Lac ,₹5719 per sqft ,Tripat Kaur,1400 sqft,Poss. by Dec '24,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",2,3
131,"4 BHK Flat for Sale in Luxury Builder Floors, South City 2, Sector 49, Gurgaon",₹2.95 Cr ,₹11346 per sqft ,Sanjay Properties,3050 sqft,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,3 Covered,4,2
132,"3 BHK Flat for Sale in DDA Indraprastha Apartment, Dwarka Sector 12, New Delhi",₹1.50 Cr ,₹9375 per sqft ,Dwarka Real Estates,1600 sqft,Ready to Move,4 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,2 Open,2,2
133,"4 BHK Flat for Sale in Sector 49, Gurgaon",₹4.60 Cr ,₹13529 per sqft ,Rajesh Kumar,1475 sqft,Ready to Move,6 out of 7,New Property,East,"Garden/Park, Main Road",Freehold,"2 Covered,",4,3
134,"3 BHK Flat for Sale in Vrundavan Society, Dwarka Sector 6, New Delhi",₹1.86 Cr ,₹10333 per sqft ,Shree Balaji Realtors,3200 sqft,Ready to Move,9 out of 28,Resale,North - East,"Garden/Park, Pool",Freehold,"1 Covered,",2,1
135,"3 BHK Flat for Sale in DLF Capital Greens 1 and 2, New Moti Nagar, Kirti Nagar, New Delhi",₹2.90 Cr ,₹17313 per sqft ,Sharing Real Estate,1389 sqft,Ready to Move,4 out of 4,Resale,North - West,"Garden/Park, Pool, Main Road",Freehold,2 Covered,3,4
136,"4 BHK Flat for Sale in Malibu Town, Malibu Town, Sector 47, Gurgaon",₹6.35 Cr ,₹18143 per sqft ,Virendra Estate,2200 sqft,Ready to Move,16 out of 28,New Property,East,"Garden/Park, Main Road",Freehold,3 Covered,4,3
137,"4 BHK Flat for Sale in DLF Crest, Sector 54, Gurgaon",₹10.40 Cr ,₹33376 per sqft ,Khushi Housing Solutions Pvt. Ltd.,2400 sqft,Ready to Move,4 out of 14,Resale,North,"Garden/Park, Pool",Freehold,3 Covered,4,3
138,"3 BHK Flat for Sale in Aqua Front Towers, Sohna Sector 32, Gurgaon",₹1.69 Cr ,₹9447 per sqft ,Dream Nest Landbase,1800 sqft,Ready to Move,18 out of 42,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,2 Covered,3,3
139,"4 BHK Flat for Sale in M3M Latitude, Sector 65, Gurgaon",₹6 Cr ,₹20305 per sqft ,Aashiyana Properties,3700 sqft,Ready to Move,11 out of 26,Resale,North - East,Garden/Park,Freehold,3 Covered,5,5
140,"2 BHK Flat for Sale in SS The Leaf, Sector 85, Gurgaon",₹1.15 Cr ,₹7012 per sqft ,Sushant Homes,4221 sqft,Ready to Move,2 out of 4,Resale,North - East,Garden/Park,Freehold,1 Covered,2,2
141,"3 BHK Flat for Sale in Safdarjung Enclave, New Delhi",₹3.10 Cr ,₹22963 per sqft ,Global Property,1380 sqft,Ready to Move,12 out of 16,New Property,North - East,Garden/Park,Freehold,"1 Covered,",3,3
142,"3 BHK Flat for Sale in Central Park 2, Sector 48, Gurgaon",₹5 Cr ,₹20292 per sqft ,Uma Shankar Mishra,,Ready to Move,Ground out of 4,Resale,North - East,Garden/Park,Freehold,"4 Covered,",4,3
143,"3 BHK Flat for Sale in Tulip Monsella, Sector 53, Gurgaon",₹7.75 Cr ,₹27000 per sqft ,Elegant Homz,,Poss. by Jun '27,10 out of 20,New Property,North - West,Garden/Park,Freehold,2 Covered,3,3
144,"4 BHK Flat for Sale in Gulmohar Park, New Delhi",₹13.70 Cr ,₹30444 per sqft ,Future Properties Solutions Pvt. Ltd.,,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,"3 Covered,",5,2
145,"4 BHK Flat for Sale in DLF Icon, DLF City Phase 5, Gurgaon",₹4.50 Cr ,₹17241 per sqft ,R S Propmart,,Ready to Move,Ground out of 4,Resale,East,"Garden/Park, Main Road",Freehold,3 Open,4,2
146,"4 BHK Flat for Sale in Sushant Lok 2, Gurgaon",₹2.51 Cr ,₹12872 per sqft ,Samar Estate,,Ready to Move,5 out of 22,New Property,East,"Garden/Park, Pool",Freehold,1 Covered,3,3
147,"4 BHK Flat for Sale in South City 1, Sector 41, Gurgaon",₹4.50 Cr ,₹11250 per sqft ,Optimal Realty,,Ready to Move,,Resale,North - East,,Freehold,,5,5
148,"5 BHK Villa for Sale in Sobha International City, Sector 109 Gurgaon",₹6 Cr ,₹13333 per sqft ,Prime Realtors India,,Ready to Move,,New Property,North,,Freehold,,6,4
149,"3 BHK Flat for Sale in Assotech Blith, Sector 99, Gurgaon",₹1.32 Cr ,₹5500 per sqft ,First Option Estate,,Ready to Move,,New Property,,,,,4,
150,"4 BHK Flat for Sale in Sector 46, Gurgaon",₹3.65 Cr ,₹13519 per sqft ,Aaditya Property,1350 sqft,Ready to Move,4 out of 4,New Property,North - West,"Garden/Park, Pool, Main Road",Freehold,1 Open,4,2
151,"4 BHK Flat for Sale in Suncity, Sector 54, DLF Golf Course Road, Gurgaon",₹1.80 Cr ,₹13433 per sqft ,Vishwa Property,1782 sqft,Ready to Move,1 out of 2,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,4,2
152,"3 BHK Flat for Sale in DGS Apartment, Dwarka Sector 22, New Delhi",₹1.50 Cr ,₹9677 per sqft ,Dev Associates,1100 sqft,Ready to Move,7 out of 7,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,2,4
153,"3 BHK Flat for Sale in Luxury Floors, DLF City Phase 1, Gurgaon",₹2.30 Cr ,₹12907 per sqft ,P N A Corp Serv,1420 sqft,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,1 Covered,3,4
154,"3 BHK Flat for Sale in Kishangarh, Vasant Kunj, New Delhi",₹85 Lac ,₹6538 per sqft ,India Bhoomi,1365 sqft,Ready to Move,3 out of 5,New Property,North - East,Garden/Park,Freehold,"2 Covered,",3,2
155,"3 BHK Flat for Sale in Indirapuram, Ghaziabad",₹83.5 Lac ,₹5642 per sqft ,Nikunj Homes,1200 sqft,Ready to Move,Ground out of 3,New Property,North - East,Main Road,Freehold,1 Covered,2,1
156,"3 BHK Flat for Sale in RPS Auria Residences, Sector 88, Faridabad",₹85 Lac ,₹5431 per sqft ,Investors Junction,250 sqyrd,Ready to Move,Ground out of 14,Resale,East,Garden/Park,Freehold,1 Open,3,3
157,"1 BHK Flat for Sale in Knowledge Park 3, Greater Noida",₹16 Lac ,₹3800 per sqft ,Property Bazar,1307 sqft,Ready to Move,2 out of 2,Resale,North - West,"Pool, Garden/Park, Main Road",Leasehold,1 Covered,1,2
158,"3 BHK Flat for Sale in Aditya White Cottage, NH 24, Ghaziabad",₹47 Lac ,₹3413 per sqft ,,1350 sqft,Ready to Move,2 out of 4,Resale,East,Garden/Park,Freehold,1 Open,2,2
159,"4 BHK Flat for Sale in Dlf City Phase 4, Sector 28, Gurgaon",₹2.80 Cr ,₹11523 per sqft ,,980 sqft,Ready to Move,3 out of 14,Resale,South,Garden/Park,Freehold,"1 Covered,",4,3
160,"3 BHK Flat for Sale in Mahagun Mansion 1 and 2, Indirapuram, Ghaziabad",₹80 Lac ,₹5634 per sqft ,,2050 sqft,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,2 Open,2,2
161,"3 BHK Flat for Sale in Safdarjung Enclave, New Delhi",₹5.50 Cr ,₹30556 per sqft ,,2360 sqft,Ready to Move,21 out of 37,New Property,North - East,"Garden/Park, Pool, Main Road",Leasehold,"2 Covered,",4,4
162,"3 BHK Flat for Sale in Godrej Tropical Isle, Sector 146, Noida",₹3.15 Cr ,₹19444 per sqft ,,145 sqyrd,Poss. by Nov '23,1 out of 3,Resale,South - East,Garden/Park,Freehold,"1 Covered,",3,2
163,"3 BHK Flat for Sale in Tagore Garden, Rajouri Garden, Najafgarh Road, New Delhi",₹1.80 Cr ,₹13333 per sqft ,,2800 sqft,Ready to Move,17 out of 25,Resale,North - East,"Garden/Park, Main Road",Leasehold,1 Covered,2,4
164,"4 BHK Flat for Sale in Panchsheel Greens 2, Noida Extension Block B, Noida",₹1.05 Cr ,₹5769 per sqft ,,640 sqft,Ready to Move,2 out of 7,New Property,East,Main Road,Freehold,2 Covered,4,2
165,"2 BHK Flat for Sale in Delhi Rajdhani Apartments, Patparganj, New Delhi",₹1.15 Cr ,₹10952 per sqft ,,1500 sqft,Ready to Move,2 out of 4,Resale,North,Garden/Park,Freehold,1 Covered,2,2
166,4 BHK Villa for Sale in Noida Extension Block A Noida,₹73.2 Lac ,₹3486 per sqft ,,876 sqft,Poss. by Dec '23,Ground out of 2,New Property,North,"Garden/Park, Main Road, Pool",Freehold,1 Covered,3,2
167,"3 BHK Flat for Sale in Greater Kailash 2, New Delhi",₹5.40 Cr ,₹27907 per sqft ,,917 sqft,Ready to Move,14 out of 26,New Property,North - East,"Garden/Park, Pool",Freehold,1 Open,4,2
168,"4 BHK House for Sale in Saraswati Vihar, Sector 28 Gurgaon",₹2.58 Cr ,₹17695 per sqft ,,2000 sqft,Ready to Move,11 out of 20,Resale,North - East,"Garden/Park, Main Road",Leasehold,"1 Covered,",2,4
169,"3 BHK Flat for Sale in Express Astra, Greater Noida West, Greater Noida",₹1.80 Cr ,₹8978 per sqft ,,1400 sqft,Poss. by Dec '25,3 out of 4,New Property,North - East,"Pool, Garden/Park, Main Road",Freehold,,3,4
170,"4 BHK Flat for Sale in M3M Merlin, Sector 67, Gurgaon",₹4.70 Cr ,₹14386 per sqft ,,,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,,4,3
171,"2 BHK Flat for Sale in Signature Global Park, Sohna Sector 36, Gurgaon",₹51.9 Lac ,₹6137 per sqft ,,,Ready to Move,19 out of 22,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,,2,3
172,"3 BHK Flat for Sale in Smart World Orchard, Sector 61, Gurgaon",₹1.90 Cr ,₹12266 per sqft ,,,Poss. by Mar '24,12 out of 17,Resale,East,Main Road,Leasehold,,4,1
173,"1 BHK Flat for Sale in Jaypee Greens Crescent Court, Jaypee Greens, Greater Noida",₹1.20 Cr ,₹9600 per sqft ,,,Ready to Move,2 out of 2,Resale,North,Garden/Park,Leasehold,,1,3
174,"2 BHK Flat for Sale in Panchsheel Pratishtha, Sector 75, Noida",₹1.01 Cr ,₹7710 per sqft ,,,Ready to Move,8 out of 16,Resale,East,"Garden/Park, Main Road",Freehold,,2,2
175,"4 BHK Flat for Sale in Greenfield Colony, Mathura Road, Faridabad",₹90 Lac ,₹4000 per sqft ,,,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Pool, Main Road",Freehold,,3,3
176,"3 BHK Flat for Sale in BPTP Discovery Park, Sector 80, Faridabad",₹95 Lac ,₹5846 per sqft ,,,Ready to Move,15 out of 25,Resale,North - East,,Freehold,,3,2
177,"2 BHK Flat for Sale in Rohini Sector 3, New Delhi",₹81 Lac ,₹16079 per sqft ,,,Ready to Move,1 out of 5,Resale,,,Leasehold,,2,3
178,"2 BHK Flat for Sale in CRC Joyous, Techzone 4, Greater Noida",₹64 Lac ,₹6153 per sqft ,,,Poss. by Sep '27,,New Property,,,,,2,1
179,"3 BHK Flat for Sale in Nehru Nagar, Lajpat Nagar, New Delhi",₹60 Lac ,₹5556 per sqft ,,,Ready to Move,,Resale,,,,,3,
180,"3 BHK Flat for Sale in Priyadarshini Vihar, Laxmi Nagar, New Delhi",₹1.75 Cr ,₹14620 per sqft ,Aadharshila Realtors,133 sqyrd,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,"1 Covered,",2,1
181,"3 BHK Flat for Sale in Himachal Apartment, Dwarka Sector 5, New Delhi",₹2.09 Cr ,₹11611 per sqft ,Rohini Developers,1650 sqft,Ready to Move,2 out of 7,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",2,3
182,"3 BHK Flat for Sale in Puri Emerald Bay, Sector 104, Gurgaon",₹2.55 Cr ,₹10408 per sqft ,Garg Realty,935 sqft,Ready to Move,12 out of 29,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,4,3
183,"3 BHK Flat for Sale in Uttam Nagar West, New Delhi",₹32 Lac ,₹4828 per sqft ,Dalip Singh,1276 sqft,Ready to Move,1 out of 3,Resale,North - East,Garden/Park,Freehold,"1 Covered,",3,1
184,"3 BHK Flat for Sale in Amrapali Smart City, Noida Extention, Greater Noida",₹77 Lac ,₹4877 per sqft ,Civic Estate,1425 sqft,Ready to Move,15 out of 25,Resale,East,"Garden/Park, Pool",Leasehold,1 Covered,3,4
185,"3 BHK Flat for Sale in KW Srishti, Raj Nagar Extension, Ghaziabad",₹69.5 Lac ,₹6193 per sqft ,Perfect Homes,850 sqft,Ready to Move,11 out of 14,Resale,East,Garden/Park,Freehold,2 Open,2,3
186,"1 BHK Flat for Sale in Sector MU 2, Greater Noida",₹20 Lac ,₹9444 per sqft ,,2500 sqft,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,1,1
187,"3 BHK Flat for Sale in Rohini Sector 23, New Delhi",₹85 Lac ,₹16364 per sqft ,,880 sqft,Ready to Move,2 out of 4,New Property,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,2,1
188,4 BHK Flat for Sale in New Delhi,₹4.50 Cr ,₹3295 per sqft ,,28 sqm,Ready to Move,1 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Power Of Attorney,"1 Covered,",4,1
189,"2 BHK Flat for Sale in Aditya World City, NH 24, Ghaziabad",₹29 Lac ,₹29861 per sqft ,,1570 sqft,Ready to Move,14 out of 14,Resale,East,"Garden/Park, Main Road",Freehold,3 Covered,2,1
190,"1 BHK Flat for Sale in Sheikh Sarai Phase 2, New Delhi",₹90 Lac ,₹6034 per sqft ,,2500 sqft,Ready to Move,1 out of 2,Resale,North - East,"Main Road, Garden/Park",Freehold,2 Covered,1,2
191,"3 BHK Flat for Sale in Kavi Nagar, Ghaziabad",₹70 Lac ,₹9554 per sqft ,,4900 sqft,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,3,3
192,"2 BHK Flat for Sale in Hero Homes, Sector 104, Gurgaon",₹1.05 Cr ,₹11667 per sqft ,,1600 sqft,Poss. by May '24,3 out of 36,Resale,North,Garden/Park,Freehold,1 Covered,2,2
193,"2 BHK Flat for Sale in Sheikh Sarai Phase 1, New Delhi",₹1.40 Cr ,₹6459 per sqft ,,2090 sqft,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,1 Covered,2,4
194,"3 BHK Flat for Sale in Uninav Eden, Garhi, Raj Nagar Extension, Ghaziabad",₹1.35 Cr ,₹9492 per sqft ,,250 sqyrd,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Leasehold,2 Covered,3,4
195,"5 BHK Flat for Sale in BPTP MANSIONS PARK PRIME, Sector 66, Gurgaon",₹2.80 Cr ,₹14650 per sqft ,,1900 sqft,Ready to Move,35 out of 40,New Property,North - West,"Garden/Park, Main Road",Freehold,1 Open,5,5
196,"5 BHK Flat for Sale in Mahagun Manorialle, Sector 128, Noida Express Way, Noida",₹8.93 Cr ,₹18000 per sqft ,,946 sqft,Poss. by Mar '24,11 out of 42,New Property,East,Garden/Park,Freehold,,6,3
197,"4 BHK Flat for Sale in M3M Golf Estate, Sector 65, Gurgaon",₹9.18 Cr ,₹14286 per sqft ,,934 sqft,Ready to Move,1 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,,4,3
198,"3 BHK Flat for Sale in Project Sushant Lok 1 Block C, Sushant Lok 1 Block C, Gurgaon",₹2.50 Cr ,₹4904 per sqft ,,2530 sqft,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,,3,2
199,"3 BHK Flat for Sale in Uninav Eden, Raj Nagar Extension, Ghaziabad",₹1.02 Cr ,₹16364 per sqft ,,1750 sqft,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,,3,2
200,"4 BHK Flat for Sale in Greater Kailash 1, New Delhi",₹4.95 Cr ,₹6900 per sqft ,,900 sqft,Ready to Move,3 out of 10,New Property,North - East,Main Road,Leasehold,,4,3
201,"3 BHK Flat for Sale in Skylark Apartment, Dwarka Sector 6, New Delhi",₹3.60 Cr ,₹15000 per sqft ,,,Ready to Move,8 out of 26,Resale,North - East,Main Road,Freehold,,4,4
202,"3 BHK Flat for Sale in Express Astra Phase 2, Sector 1, Greater Noida",₹1.08 Cr ,₹9585 per sqft ,,,Poss. by Dec '24,6 out of 21,New Property,West,Garden/Park,Leasehold,,2,2
203,"3 BHK Flat for Sale in Mahagun Manorialle, Sector 128, Noida Express Way, Noida",₹4.05 Cr ,₹4937 per sqft ,,,Poss. by Dec '23,6 out of 20,New Property,,,Freehold,,3,3
204,"3 BHK Flat for Sale in ACE Divino, Noida Extension, Noida",₹1.50 Cr ,₹4736 per sqft ,,,Ready to Move,3 out of 4,Resale,,,Freehold,,2,2
205,"2 BHK Flat for Sale in Logix Blossom County, Noida Express Way, Noida",₹70 Lac ,₹13579 per sqft ,,,Ready to Move,6 out of 13,Resale,,,Freehold,,2,3
206,"4 BHK Flat for Sale in Sector 85, Faridabad",₹1.30 Cr ,₹6670 per sqft ,,,Ready to Move,2 out of 4,New Property,,,,,3,2
207,"3 BHK Flat for Sale in IREO Skyon, Sector 60, Gurgaon",₹2.80 Cr ,₹11556 per sqft ,,,Poss. by Dec '24,,Resale,,,,,3,
208,"3 BHK Flat for Sale in Trident Embassy Reso, Greater Noida West, Greater Noida",₹91.7 Lac ,,,,Ready to Move,,New Property,,,,,2,
209,"2 BHK Flat for Sale in Arya Chittaranjan Park, Chittaranjan Park, New Delhi",₹1.30 Cr ,,,,,,Resale,,,,,2,
210,"2 BHK Flat for Sale in Emaar Digi Homes, Sector 62, Gurgaon",₹2.35 Cr ,₹15584 per sqft ,SR Realty,1350 sqft,Ready to Move,7 out of 33,Resale,North,Garden/Park,Freehold,"2 Covered,",2,3
211,"4 BHK Flat for Sale in Yojana Vihar RWA, Anand Vihar, New Delhi",₹5.10 Cr ,₹21250 per sqft ,Shubham Properties,2700 sqft,Ready to Move,Ground out of 4,New Property,North,"Garden/Park, Main Road",Freehold,2 Covered,4,2
212,"3 BHK Flat for Sale in Orchid IVY, Sector 51, Gurgaon",₹2.60 Cr ,₹10000 per sqft ,Sikka Realtor,2280 sqft,Poss. by Jun '25,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,2 Covered,3,2
213,"2 BHK Flat for Sale in Mahagun Puram, NH 24, Ghaziabad",₹32 Lac ,₹3556 per sqft ,,2632 sqft,Ready to Move,19 out of 19,Resale,North - East,"Garden/Park, Pool, Main Road",Leasehold,"1 Covered,",2,3
214,"3 BHK Flat for Sale in Amrapali Sapphire, Sector 45, Noida Express Way, Noida",₹1.58 Cr ,₹8746 per sqft ,,2275 sqft,Ready to Move,Ground out of 20,Resale,North - East,"Garden/Park, Main Road",Leasehold,1 Covered,3,2
215,"5 BHK Flat for Sale in The Islands by Gaurs, Jaypee Greens, Greater Noida",₹6.29 Cr ,₹12926 per sqft ,,2440 sqft,Poss. by Jul '30,12 out of 23,New Property,North - West,"Garden/Park, Main Road",Freehold,"1 Covered,",5,5
216,"2 BHK Flat for Sale in Prashant Vihar, Rohini, New Delhi",₹1.10 Cr ,₹14550 per sqft ,,850 sqft,Ready to Move,2 out of 3,New Property,East,"Garden/Park, Pool, Main Road",Power Of Attorney,2 Covered,2,1
217,"4 BHK Flat for Sale in Antriksh Nature, Sector 52, Noida",₹2.40 Cr ,₹8972 per sqft ,,1200 sqft,Ready to Move,10 out of 14,New Property,East,"Garden/Park, Pool, Main Road",Freehold,1 Open,5,3
218,"3 BHK Flat for Sale in Vatika Gurgaon 21, Sector 83, Gurgaon",₹1.10 Cr ,₹6340 per sqft ,,800 sqft,Ready to Move,7 out of 18,Resale,East,"Garden/Park, Pool, Main Road",Freehold,"1 Covered,",3,2
219,"4 BHK Flat for Sale in ATS Advantage, Ahinsa Khand-1, Indirapuram, Ghaziabad",₹3.70 Cr ,₹12131 per sqft ,,2800 sqft,Ready to Move,9 out of 22,Resale,East,"Pool, Garden/Park, Main Road",Freehold,1 Covered,4,4
